식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,유형명,영양성분제공단위량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1회분량,1회분량중량/부피,1일섭취횟수,섭취대상,식품중량/부피,품목제조신고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
F103-001010000-2603,헤파씨슬 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,25US00311G3,US PHARMATECH NV INC.,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2025-02-21,2025-12-30
F103-001010000-2602,헤파스테인 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,24US02388G0,US PHARMATECH NV INC.,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2024-10-18,2025-12-30
F103-001010000-2601,헤파빅골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,23US38675G2,NATURALWELL INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2023-07-06,2025-12-30
F103-001010000-2600,헤파빅골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,22US48587G2,NATURALWELL INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2022-11-09,2025-12-30
F102-013130000-0012,헤파나민 캡슐,F,건강기능식품,1,건강기능식품,02,기능성 원료,02013,밀크씨슬 추출물,0200013,밀크씨슬 추출물,00,해당없음,00,해당없음,,460mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2캡슐,460mg,1회,,20.70g,23TW26494G2,"G&E HERBAL BIOTECHNOLOGY CO., LTD",토탈스위스코리아주식회사,해당없음,Y,158,대만,2,수집,2023-05-11,2025-12-30
F103-001010000-2599,헤파골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,22US48021G8,US PHARMATECH INC,드림라이프 주식회사,해당없음,Y,840,미국,2,수집,2022-11-07,2025-12-30
F103-001010000-2598,헤파 엠 굿 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,24US01133G5,US PHARMATECH NV INC.,네이쳐스바이젠(주),해당없음,Y,840,미국,2,수집,2024-05-07,2025-12-30
F103-001010000-2597,헤파 알엑스 리버,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,5,,0.00,0.50,,0.00,,,,,,,16,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,22US59364G0,BIO MAJOR PHARMTEC INC,휴바이오팜 주식회사,해당없음,Y,840,미국,2,수집,2022-12-29,2025-12-30
F103-001010000-2596,헤파 알엑스 리버,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,5,,0.00,0.50,,0.00,,,,,,,16,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,24US00004G0,BIO MAJOR PHARMTEC INC,휴바이오팜 주식회사,해당없음,Y,840,미국,2,수집,2024-01-02,2025-12-30
F103-001010000-2595,헤파 빅 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,5,,0.00,0.50,,0.00,,,,,,,16,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,22US25859G0,VIC NATURE’S LAB INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2022-06-23,2025-12-30
F103-001010000-2594,헤파 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,23US39192G6,US PHARMATECH INC,CPL팜,해당없음,Y,840,미국,2,수집,2023-07-07,2025-12-30
F103-002020000-0583,헤센 포르테,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1350mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,1350mg,1회,,81g,23US15675G7,US PHARMATECH INC,애플팜,해당없음,Y,840,미국,2,수집,2023-03-23,2025-12-30
F101-015150000-0023,허브 칼 탭,F,건강기능식품,1,건강기능식품,01,영양성분,01015,칼슘,0100015,칼슘,00,해당없음,00,해당없음,,3200mg,5,,0.00,0.00,,1.00,,,502,,,,3,,,,,,,,,,,,1,식품의약품안전처,2정,3200mg,1회,,144g,22US01541G8,SUNRIDER MANUFACTURING L.P.,썬라이더다이렉트코리아 유한회사,해당없음,Y,840,미국,2,수집,2022-02-04,2025-12-30
F103-001010000-2593,허니 비즈 프로폴리스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,600mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,600mg,1회,,36g,22US26664G0,"PHIL INTER PHARMA USA, INC.",주식회사 동신헬스케어,해당없음,Y,840,미국,2,수집,2022-06-29,2025-12-30
F103-001010000-2592,해피포스파티딜세린&징코,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1500mg,9,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1500mg,1회,,45g,25US01200G7,LIFEBLOOM CORP.,뉴트라칼 주식회사,해당없음,Y,840,미국,2,수집,2025-07-03,2025-12-30
F103-001010000-2591,해피퀸즈 우먼스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1480mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,2캡슐,1480mg,1회,,66.60g,22CA57390G4,NATURAL LIFE NUTRITION INC.,(주)피디에이치아이엔씨,해당없음,Y,124,캐나다,2,수집,2022-12-21,2025-12-30
F103-001010000-2590,해피퀸즈 우먼스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1480mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,2캡슐,1480mg,1회,,66.60g,24CA00693G0,NATURAL LIFE NUTRITION INC.,(주)피디에이치아이엔씨,해당없음,Y,124,캐나다,2,수집,2024-12-12,2025-12-30
F102-054540000-0036,해피조인트(120캡슐),F,건강기능식품,1,건강기능식품,02,기능성 원료,02054,엠에스엠,0200054,엠에스엠,00,해당없음,00,해당없음,,1100mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2캡슐,1100mg,2회,,66g,22CA45906G0,KCI NUTRITION INC.,케이씨아이코리아 주식회사,해당없음,Y,124,캐나다,2,수집,2022-10-25,2025-12-30
F102-016160000-0042,해피우먼,F,건강기능식품,1,건강기능식품,02,기능성 원료,02016,감마리놀렌산 함유 유지,0200016,감마리놀렌산 함유 유지,00,해당없음,00,해당없음,,1200mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1200mg,1회,,72g,23US59508G4,LIFEBLOOM CORP.,주식회사 네추럴웨이브,해당없음,Y,840,미국,2,수집,2023-10-23,2025-12-30
F102-016160000-0043,해피우먼,F,건강기능식품,1,건강기능식품,02,기능성 원료,02016,감마리놀렌산 함유 유지,0200016,감마리놀렌산 함유 유지,00,해당없음,00,해당없음,,1200mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1200mg,1회,,72g,22US06410G9,LIFEBLOOM CORP.,주식회사 네추럴웨이브,해당없음,Y,840,미국,2,수집,2022-02-14,2025-12-30
F103-001010000-2589,해피아이 루테인,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,700,,3000,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US00538G6,US PHARMATECH NV INC.,(주)이너네이쳐,해당없음,Y,840,미국,2,수집,2024-03-07,2025-12-30
F102-016160000-0041,해피보라,F,건강기능식품,1,건강기능식품,02,기능성 원료,02016,감마리놀렌산 함유 유지,0200016,감마리놀렌산 함유 유지,00,해당없음,00,해당없음,,1200mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1200mg,1회,,72g,23CA19207G4,NATURAL LIFE NUTRITION INC.,(주)알진인터내셔날,해당없음,Y,124,캐나다,2,수집,2023-04-05,2025-12-30
F102-016160000-0040,해피라이프 우먼,F,건강기능식품,1,건강기능식품,02,기능성 원료,02016,감마리놀렌산 함유 유지,0200016,감마리놀렌산 함유 유지,00,해당없음,00,해당없음,,1200mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1200mg,1회,,72g,23US20112G4,US PHARMATECH INC,"(주)제이비파미스 (JB Pharmis Co., Ltd.)",해당없음,Y,840,미국,2,수집,2023-04-10,2025-12-30
F102-016160000-0039,해피라이프 우먼,F,건강기능식품,1,건강기능식품,02,기능성 원료,02016,감마리놀렌산 함유 유지,0200016,감마리놀렌산 함유 유지,00,해당없음,00,해당없음,,1250mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1250mg,1회,,75g,24CA00351G6,PREMIUM NATURAL ONE PRODUCTS LTD.,"(주)제이비파미스 (JB Pharmis Co., Ltd.)",해당없음,Y,124,캐나다,2,수집,2024-06-19,2025-12-30
F103-001010000-2588,해피라민Q,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1100mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,1.500,1.400,,,,,,,1,식품의약품안전처,1캡슐,1100mg,1회,,30g,23US62483G1,"PHIL INTER PHARMA USA, INC.",주식회사 웰리스온,해당없음,Y,840,미국,2,수집,2023-11-01,2025-12-30
F102-016160000-0037,해피 레이디,F,건강기능식품,1,건강기능식품,02,기능성 원료,02016,감마리놀렌산 함유 유지,0200016,감마리놀렌산 함유 유지,00,해당없음,00,해당없음,,1200mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1200mg,1회,,72g,24US01446G6,US PHARMATECH NV INC.,주식회사코스모팜,해당없음,Y,840,미국,2,수집,2024-06-12,2025-12-30
F102-016160000-0038,해피 레이디,F,건강기능식품,1,건강기능식품,02,기능성 원료,02016,감마리놀렌산 함유 유지,0200016,감마리놀렌산 함유 유지,00,해당없음,00,해당없음,,1200mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1200mg,1회,,72g,22US38212G7,US PHARMATECH INC,주식회사코스모팜,해당없음,Y,840,미국,2,수집,2022-09-07,2025-12-30
F101-002020000-0001,함소아키즈 DHA 플러스 D,F,건강기능식품,1,건강기능식품,01,영양성분,01002,베타카로틴,0100002,베타카로틴,00,해당없음,00,해당없음,,2100mg,18,,0.00,1.75,,0.38,,,,,,,0,,,1,,,,,10.00,,,,1,식품의약품안전처,2캡슐,2100mg,2회,,84g,22KR10432G0,"COSMAX BIO CO.,LTD",(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-15,2025-12-30
F101-015150000-0022,함소아 하루비타민,F,건강기능식품,1,건강기능식품,01,영양성분,01015,칼슘,0100015,칼슘,00,해당없음,00,해당없음,,3600mg,12,,0.00,0.00,,3.00,,,211,1.20,,,0,,,,1.200,,,100.00,10.00,,,,1,식품의약품안전처,1포,3600mg,1회,,108g,22KR09960G2,"NOVAREX CO., LTD",(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-15,2025-12-30
F102-007070000-0067,함소아 프로폴리스,F,건강기능식품,1,건강기능식품,02,기능성 원료,02007,프로폴리스추출물,0200007,프로폴리스추출물,00,해당없음,00,해당없음,,0.5ml,0,,0.00,0.00,,0.00,0.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,3분사,0.5ml,3회,,50ml,22KR09957G2,"COSMAXNBT, INC.",(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-11,2025-12-30
F101-015150000-0021,함소아 칼슘가득,F,건강기능식품,1,건강기능식품,01,영양성분,01015,칼슘,0100015,칼슘,00,해당없음,00,해당없음,,4000mg,5,,0.00,0.00,,1.50,,,105,,,,0,,,,,,,,1.50,,,,1,식품의약품안전처,1포,4000mg,2회,,120g,22KR10228G0,"PHARM CROSS.CO.,LTD",(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-14,2025-12-30
F101-014140000-0074,함소아 철분가득,F,건강기능식품,1,건강기능식품,01,영양성분,01014,비타민 C,0100014,비타민 C,00,해당없음,00,해당없음,,1500mg,5,,0.00,0.00,,1.00,,,,7.00,,,0,,,,,,,50.00,,,,,1,식품의약품안전처,1포,1500mg,1회,,45g,22KR10326G0,"PHARM CROSS.CO.,LTD",(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-15,2025-12-30
F101-014140000-0073,함소아 아연가득,F,건강기능식품,1,건강기능식품,01,영양성분,01014,비타민 C,0100014,비타민 C,00,해당없음,00,해당없음,,2000mg,5,,0.00,0.00,,1.00,,,,,,,0,,,,,,,10.00,,,,,1,식품의약품안전처,2정,2000mg,2회,,120g,22KR09963G7,"COSMAX BIO CO.,LTD",(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-12,2025-12-30
F101-003030000-0142,함소아 비타민D1000IU,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,130mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,130mg,1회,,7.80g,22KR10229G8,"COSMAX BIO CO.,LTD",(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-14,2025-12-30
F101-014140000-0072,함소아 비타민 젤리 포도맛,F,건강기능식품,1,건강기능식품,01,영양성분,01014,비타민 C,0100014,비타민 C,00,해당없음,00,해당없음,,2500mg,8,,0.00,0.00,,2.00,1.50,,,,,,0,,,,0.250,,,20.00,4.00,,,,1,식품의약품안전처,1개,2500mg,2회,,150g,22KR09969G6,BL HEALTHCARE CORP.,(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-15,2025-12-30
F101-014140000-0071,함소아 비타민 젤리 딸기맛,F,건강기능식품,1,건강기능식품,01,영양성분,01014,비타민 C,0100014,비타민 C,00,해당없음,00,해당없음,,2500mg,8,,0.00,0.00,,1.50,1.50,,,,,,0,,,,0.250,,,20.00,4.00,,,,1,식품의약품안전처,1개,2500mg,2회,,150g,22KR09968G8,BL HEALTHCARE CORP.,(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-15,2025-12-30
F101-014140000-0070,함소아 비타민 젤리 감귤맛,F,건강기능식품,1,건강기능식품,01,영양성분,01014,비타민 C,0100014,비타민 C,00,해당없음,00,해당없음,,2500mg,8,,0.00,0.00,,2.00,1.50,,,,,,0,,,,0.250,,,20.00,4.00,,,,1,식품의약품안전처,1개,2500mg,2회,,150g,22KR09970G0,BL HEALTHCARE CORP.,(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-12,2025-12-30
F103-001010000-2587,하이퍼 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1320mg,10,,0.00,1.30,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1320mg,1회,,132g,25CA00275G9,PRIME HEALTH LTD.,주식회사 오스코코리아,해당없음,Y,124,캐나다,2,수집,2025-06-05,2025-12-30
F103-002020000-0582,하이퍼 리포좀 비타민C 1050,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1320mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,1050.00,10.00,,,,1,식품의약품안전처,1정,1320mg,1회,,79.20g,25CA00505G7,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2025-09-01,2025-12-30
F103-001010000-2586,하이탑 루테인 아스타잔틴,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,600mg,0,,0.00,0.00,,0.00,,,,,,,0,700,,,,,,,4.00,,,,1,식품의약품안전처,1캡슐,600mg,1회,,54g,25US01125G6,"PHIL INTER PHARMA USA, INC.",주식회사 웰리스온,해당없음,Y,840,미국,2,수집,2025-06-19,2025-12-30
F103-001010000-2585,하이큐 포스파티딜세린 징코 800,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1600mg,9,,0.00,1.00,,0.00,0.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2캡슐,1600mg,1회,,24g,23US34250G0,US PHARMATECH INC.,(주)퍼스카,해당없음,Y,840,미국,2,수집,2023-12-04,2025-12-30
F103-001010000-2584,하이큐 포스파티딜세린 징코 800,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1600mg,9,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2캡슐,1600mg,1회,,24g,24US00454G1,US PHARMATECH INC.,(주)퍼스카,해당없음,Y,840,미국,2,수집,2024-02-28,2025-12-30
F103-001010000-2583,하이큐 포스파티딜세린 징코 1200,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,2400mg,18,,0.00,2.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2캡슐,2400mg,1회,,36g,24US02164G0,US PHARMATECH NV INC.,(주)퍼스카,해당없음,Y,840,미국,2,수집,2024-09-12,2025-12-30
F103-002020000-0581,하이웰 멀티비타민 & 미네랄(남성용),F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,800mg,0,,0.00,0.00,,0.00,,,,9.50,,,0,,,,13.000,4.300,,275.00,12.70,,,,1,식품의약품안전처,1캡슐,800mg,1회,,48g,17NZ56324G0,GMP PHARMACEUTICALS LTD.,(주)유앤젯인터내셔날,해당없음,Y,554,뉴질랜드,2,수집,2023-10-16,2025-12-30
F103-001010000-2582,하이앤고고 키성장,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,17000mg,75,,3.00,2.50,,10.00,,,250,,,,65,700,,,1.200,1.400,,,10.00,,,,1,식품의약품안전처,1포,17000mg,1회,,255g,25DK00053G4,PIO PHARM DENMARK APS,(주)에이치피오(H.PIO),해당없음,Y,208,덴마크,2,수집,2025-08-06,2025-12-30
